lat_idx,lon_idx,lat,lon,EPHI_p1,EPHI_p2,EPHI_change,EPHI_change_pct
17,200,50.75,120.0,0.20683476065726808,0.19845994615142576,-0.00837481450584232,-4.049036283470582
17,201,50.75,120.25,0.1988089799209331,0.1932313094939613,-0.005577670426971798,-2.8055425007411907
17,202,50.75,120.5,0.17968667298953508,0.17378857496016842,-0.005898098029366666,-3.2824348802485597
17,203,50.75,120.75,0.17547987828417472,0.16442355632747135,-0.011056321956703363,-6.300620940025153
17,204,50.75,121.0,0.18873785712349647,0.1792993099441824,-0.009438547179314083,-5.000876518979537
17,205,50.75,121.25,0.19371095410585076,0.18917348955418206,-0.004537464551668702,-2.3423892430932245
17,206,50.75,121.5,0.19764023977948683,0.19735700299472259,-0.00028323678476424585,-0.14330926995446963
17,207,50.75,121.75,0.1879728605432732,0.19426466006794776,0.006291799524674568,3.3471850704884787
17,208,50.75,122.0,0.1997786537497779,0.2077588780088255,0.007980224259047597,3.994533004032954
17,209,50.75,122.25,0.20640566752876272,0.2087270359906045,0.0023213684618417774,1.1246631401331526
17,210,50.75,122.5,0.2250832653399853,0.21992337271847157,-0.005159892621513729,-2.29243725148548
17,211,50.75,122.75,0.20245524518967672,0.19505248498326308,-0.007402760206413644,-3.6564921790384486
17,212,50.75,123.0,0.20430291200443665,0.19329721433902225,-0.011005697665414399,-5.38695095309038
17,213,50.75,123.25,0.20753147831315968,0.1918553620745372,-0.015676116238622473,-7.553608910821525
17,214,50.75,123.5,0.2146594223099746,0.2031232479894426,-0.011536174320532,-5.374175611016702
17,215,50.75,123.75,0.22290235960397387,0.2204340039540692,-0.0024683556499046633,-1.1073708032028646
17,216,50.75,124.0,0.21482716353705897,0.21246336053260992,-0.00236380300444905,-1.1003278009772166
17,217,50.75,124.25,0.1936257284935667,0.19205209558795572,-0.0015736329056109943,-0.8127189076854934
17,218,50.75,124.5,0.2116339320384524,0.21253308867093082,0.000899156632478415,0.42486411503947513
17,219,50.75,124.75,0.23524620855909362,0.2313211124687699,-0.00392509609032371,-1.6685055688528683
17,220,50.75,125.0,0.2240915116079825,0.21177833542668376,-0.012313176181298735,-5.494708877165752
17,221,50.75,125.25,0.23386224913477066,0.2190755652679569,-0.014786683866813755,-6.322817779064654
17,222,50.75,125.5,0.2280845855434797,0.2117895916540685,-0.01629499388941122,-7.144276694798784
17,223,50.75,125.75,0.20151859148718687,0.1909420214164544,-0.010576570070732483,-5.248433900157034
17,224,50.75,126.0,0.20773502247514714,0.19983360343736623,-0.00790141903778091,-3.803604680441506
17,225,50.75,126.25,0.1746528680523738,0.16782743721039517,-0.006825430841978619,-3.907998144028103
17,226,50.75,126.5,0.1805971924954554,0.1742838807245911,-0.006313311770864277,-3.495797295422047
17,227,50.75,126.75,0.19105797979383982,0.18551778495578758,-0.005540194838052237,-2.89974532549248
17,228,50.75,127.0,0.19699591230999794,0.1938397857190833,-0.003156126590914632,-1.602127959867547
17,229,50.75,127.25,0.1974239322045154,0.196522256199995,-0.000901676004520402,-0.4567207199511849
18,198,50.5,119.5,0.16739801001639162,0.1636667719549858,-0.0037312380614058227,-2.22896201755353
18,199,50.5,119.75,0.16191246247657243,0.1557826329450776,-0.006129829531494824,-3.785891115319036
18,200,50.5,120.0,0.18047058335689045,0.1722274972625666,-0.008243086094323865,-4.567551088380266
18,201,50.5,120.25,0.1742914100755707,0.16659194004198216,-0.007699470033588535,-4.417584337776678
18,202,50.5,120.5,0.16635098139035065,0.15848096877053452,-0.007870012619816125,-4.730968554582049
18,203,50.5,120.75,0.18295839983254328,0.17218149678824365,-0.010776903044299624,-5.890357072516716
18,204,50.5,121.0,0.1800130402488297,0.17033263598691578,-0.00968040426191391,-5.377612782125569
